IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2004,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2004,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2004,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,103.4,,,90.2,,116.6,103.4 [90.2-116.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,106.4,,,92.37,,120.4,106.4 [92.4-120.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GHA,Ghana,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,106.6,,,96.66,,116.5,106.6 [96.7-116.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,KEN,Kenya,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,111.7,,,98.66,,124.7,111.7 [98.7-124.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,KEN,Kenya,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,116.2,,,97.43,,134.9,116.2 [97.4-134.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GHA,Ghana,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,125.5,,,102.9,,148.1,125.5 [102.9-148.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,126.2,,,97.13,,155.2,126.2 [97.1-155.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,163.8,,,153.8,,173.8,163.8 [153.8-173.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,187.8,,,177.3,,198.2,187.8 [177.3-198.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,209.1,,,192.5,,225.8,209.1 [192.5-225.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,212,,,192.5,,231.4,212.0 [192.5-231.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,217.4,,,198.8,,235.9,217.4 [198.8-235.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,251,,,224,,277.9,251.0 [224.0-277.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,40.22,,,36.04,,44.39,40.2 [36.0-44.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,44.54,,,38.68,,50.41,44.5 [38.7-50.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2003,true,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,51.02,,,45.74,,56.3,51.0 [45.7-56.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,55.44,,,40.53,,70.36,55.4 [40.5-70.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2003,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,59.02,,,43.59,,74.45,59.0 [43.6-74.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2003,true,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,72.69,,,56.41,,88.97,72.7 [56.4-89.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2003,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,90.62,,,83.98,,97.26,90.6 [84.0-97.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,28.89,,,25.03,,32.75,28.9 [25.0-32.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,31.22,,,23.86,,38.59,31.2 [23.9-38.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,34.43,,,21.44,,47.42,34.4 [21.4-47.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,40.9,,,35.97,,45.83,40.9 [36.0-45.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,48.6,,,30.08,,67.12,48.6 [30.1-67.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,48.65,,,40.14,,57.16,48.6 [40.1-57.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,53.23,,,47.69,,58.77,53.2 [47.7-58.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,62.25,,,50.24,,74.26,62.3 [50.2-74.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,ALB,Albania,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,ALB,Albania,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2002,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2002,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2001,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,102.5,,,93.99,,110.9,102.5 [94.0-110.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2001,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,133,,,116.8,,149.2,133.0 [116.8-149.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,BEN,Benin,Year,2001,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,158.5,,,148.7,,168.4,158.5 [148.7-168.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2001,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,163.2,,,152.6,,173.9,163.2 [152.6-173.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,BEN,Benin,Year,2001,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,180.7,,,161.1,,200.3,180.7 [161.1-200.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2001,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,180.9,,,164.5,,197.3,180.9 [164.5-197.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MLI,Mali,Year,2001,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,220.7,,,210.5,,230.9,220.7 [210.5-230.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MLI,Mali,Year,2001,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,299.4,,,277.5,,321.3,299.4 [277.5-321.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2001,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,41.68,,,37.19,,46.17,41.7 [37.2-46.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2001,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,53.14,,,44.09,,62.19,53.1 [44.1-62.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,HND,Honduras,Year,2001,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,HND,Honduras,Year,2001,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_RHS,RHS,,,,,,,,No data,827,Not available,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GAB,Gabon,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,101.9,,,86.78,,117.1,101.9 [86.8-117.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,121.2,,,114.1,,128.4,121.2 [114.1-128.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,126.3,,,106.8,,145.8,126.3 [106.8-145.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,HTI,Haiti,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,129,,,117.2,,140.8,129.0 [117.2-140.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,UGA,Uganda,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,150.1,,,139.4,,160.7,150.1 [139.4-160.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,UGA,Uganda,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,175.6,,,156.8,,194.4,175.6 [156.8-194.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,180.7,,,171.1,,190.3,180.7 [171.1-190.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MWI,Malawi,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,188.6,,,179.9,,197.3,188.6 [179.9-197.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,HTI,Haiti,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,191.3,,,170.9,,211.6,191.3 [170.9-211.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,204.3,,,193.6,,215,204.3 [193.6-215.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,226.3,,,204.6,,248,226.3 [204.6-248.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,233.3,,,204.4,,262.2,233.3 [204.4-262.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,MWI,Malawi,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,246.5,,,229.1,,263.8,246.5 [229.1-263.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,COL,Colombia,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,26.71,,,22.66,,30.76,26.7 [22.7-30.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,COL,Colombia,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,32.48,,,24,,40.96,32.5 [24.0-41.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,ARM,Armenia,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,47.14,,,38.33,,55.95,47.1 [38.3-55.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,ARM,Armenia,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,51.48,,,32.08,,70.87,51.5 [32.1-70.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NAM,Namibia,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,53.26,,,37.09,,69.44,53.3 [37.1-69.4],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,59.16,,,54.86,,63.46,59.2 [54.9-63.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NAM,Namibia,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,61.07,,,51.45,,70.69,61.1 [51.4-70.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,PER,Peru,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,66.38,,,57.81,,74.95,66.4 [57.8-74.9],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,66.64,,,62.02,,71.27,66.6 [62.0-71.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GAB,Gabon,Year,2000,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,87.77,,,77.98,,97.56,87.8 [78.0-97.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2000,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,88.26,,,75.78,,100.7,88.3 [75.8-100.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,1999,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,101,,,93.49,,108.5,101.0 [93.5-108.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,1999,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,127.2,,,115.8,,138.6,127.2 [115.8-138.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,1999,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,128.1,,,116,,140.2,128.1 [116.0-140.2],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,1999,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,145.6,,,127.5,,163.6,145.6 [127.5-163.6],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,NGA,Nigeria,Year,1999,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,152.4,,,132.9,,171.8,152.4 [132.9-171.8],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GIN,Guinea,Year,1999,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,187.7,,,176.9,,198.5,187.7 [176.9-198.5],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,GIN,Guinea,Year,1999,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,217.2,,,195.8,,238.7,217.2 [195.8-238.7],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,1999,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,223.9,,,187.9,,260,223.9 [187.9-260.0],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,1999,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,37.35,,,22.4,,52.29,37.3 [22.4-52.3],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,1999,false,Age Group,20-49 years,AGEGROUP_YEARS20-49,,,,,,,DATASOURCE_EQ_DHS,DHS,,60.43,,,47.79,,73.08,60.4 [47.8-73.1],,,EN,2022-05-25T22:00:00.000Z
u5mr,Under-five mortality rate (deaths per 1000 live births),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,1999,false,Age Group,15-19 years,AGEGROUP_YEARS15-19,,,,,,,DATASOURCE_EQ_DHS,DHS,,84.04,,,51.85,,116.2,84.0 [51.9-116.2],,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death,EN,2022-05-25T22:00:00.000Z
